id,nombre_actual,nombre_comercial,categoria_nueva,subcategoria,precio_costo,precio_publico,stock,activo,url
414,Bandera 90-60 sublimable,Bandera 90-60 sublimable,EMPRESAS Y EVENTOS,Eventos,69.0,172.5,1,True,https://disershop.com.uy/emprendedores/sublimables/textiles/bandera-90-60-sublimable
1967,Bandera Auto Frente,Bandera Auto Frente,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/reventa/banderas/políticas/bandera-auto-frente
419,Bandera Cuba Poliester 150-90,Bandera Cuba Poliester 150-90,EMPRESAS Y EVENTOS,Eventos,199.0,497.5,0,True,https://disershop.com.uy/cibermayorista-en-disershop/otros/bandera-cuba-poliester-150-90
420,Bandera De Auto Sublimable (SU-BANDAUTO),Bandera De Auto Sublimable (SU-BANDAUTO),EMPRESAS Y EVENTOS,Eventos,19.0,47.5,1,True,https://disershop.com.uy/sublimacion-todo/textiles/varios/bandera-de-auto-sublimable
421,Bandera Diversidad Poliester 150-90 (BI-POL150-DIVER),Bandera Diversidad Poliester 150-90 (BI-POL150-DIVER),EMPRESAS Y EVENTOS,Eventos,80.0,200.0,1,True,https://disershop.com.uy/reventa/banderas/mundo/bandera-diversidad-poliester-150-90
1968,Bandera Doritos 1.40x2.80,Bandera Doritos 1.40x2.80,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/bandera-doritos-1-40x2-80
422,Bandera España 150-90 (BI-POL150-ESP),Bandera España 150-90 (BI-POL150-ESP),EMPRESAS Y EVENTOS,Eventos,199.0,497.5,1,True,https://disershop.com.uy/reventa/banderas/mundo/bandera-españa-150-90
423,Bandera Francia 150-90 (BI-POL150-FRA),Bandera Francia 150-90 (BI-POL150-FRA),EMPRESAS Y EVENTOS,Eventos,199.0,497.5,0,True,https://disershop.com.uy/reventa/banderas/mundo/bandera-francia-150-90
424,Bandera Frente Amplio Poliester 150-90,Bandera Frente Amplio Poliester 150-90,EMPRESAS Y EVENTOS,Eventos,99.0,247.5,1,True,https://disershop.com.uy/reventa/banderas/políticas/bandera-frente-amplio-poliester-150-90
425,Bandera Gran Bretaña 150-90 (BI-POL150-GRBR),Bandera Gran Bretaña 150-90 (BI-POL150-GRBR),EMPRESAS Y EVENTOS,Eventos,199.0,497.5,1,True,https://disershop.com.uy/reventa/banderas/mundo/bandera-gran-bretaña-150-90
426,Bandera Israel 150-90 (BI-POL150-ISR),Bandera Israel 150-90 (BI-POL150-ISR),EMPRESAS Y EVENTOS,Eventos,199.0,497.5,1,True,https://disershop.com.uy/reventa/banderas/mundo/bandera-israel-150-90
427,Bandera Italia 150-90 (BI-POL150-ITALI),Bandera Italia 150-90 (BI-POL150-ITALI),EMPRESAS Y EVENTOS,Eventos,199.0,497.5,0,True,https://disershop.com.uy/reventa/banderas/mundo/bandera-italia-150-90
1969,Bandera Lays 1.40x2.80,Bandera Lays 1.40x2.80,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/bandera-lays-1-40x2-80
1971,Bandera Lubricantes Texaco,Bandera Lubricantes Texaco,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=19107
428,Bandera Mexico 150-90 (BI-POL150-MEX),Bandera Mexico 150-90 (BI-POL150-MEX),EMPRESAS Y EVENTOS,Eventos,199.0,497.5,1,True,https://disershop.com.uy/reventa/banderas/mundo/bandera-mexico-150-90
434,Bandera Usa 150-90 (BI-POL150-USA),Bandera Usa 150-90 (BI-POL150-USA),EMPRESAS Y EVENTOS,Eventos,199.0,497.5,1,True,https://disershop.com.uy/reventa/banderas/mundo/bandera-usa-150-90
1976,Bandera Viva 1.20x2.40 modelo 1,Bandera Viva 1.20x2.40 modelo 1,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=19018
1977,Bandera Viva 1.20x2.40 modelo 2,Bandera Viva 1.20x2.40 modelo 2,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=19104
1978,Bandera acodike 2.8x1.3,Bandera acodike 2.8x1.3,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/bandera-acodike-2-8x1-3
1984,Bandera auto vamos pedro m1,Bandera auto vamos pedro m1,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/bandera-auto-vamos-pedro-m1
1985,Bandera auto vamos pedro m2,Bandera auto vamos pedro m2,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/bandera-auto-vamos-pedro-m2
436,Bandera frente amplio franjas 150-90,Bandera frente amplio franjas 150-90,EMPRESAS Y EVENTOS,Eventos,99.0,247.5,1,True,https://disershop.com.uy/reventa/banderas/políticas/bandera-frente-amplio-franjas-150-90
1987,Bandera frente amplio tejida 150-90,Bandera frente amplio tejida 150-90,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/bandera-frente-amplio-tejida-150-90
1998,Bandera vamos pedro m1,Bandera vamos pedro m1,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/bandera-vamos-pedro-m1
1999,Bandera vamos pedro m2,Bandera vamos pedro m2,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/bandera-vamos-pedro-m2
2000,Bandera vamos pedro m3,Bandera vamos pedro m3,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=20541
437,Bandera venezuela poliester 150-90,Bandera venezuela poliester 150-90,EMPRESAS Y EVENTOS,Eventos,199.0,497.5,0,True,https://disershop.com.uy/bandera-venezuela-poliester-150-90-1
2001,Banderas de satin juego de 3 uy tt ar,Banderas de satin juego de 3 uy tt ar,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=20537
2002,Banderin nacional,Banderin nacional,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=20622
642,Camiseta Bandera Uy Azul,Camiseta Bandera Uy Azul,EMPRESAS Y EVENTOS,Eventos,399.0,997.5,1,True,https://disershop.com.uy/vestimenta/deporte/vestimenta-futbol/uruguay-todo/camiseta-bandera-uy-azul
643,Camiseta Bandera Uy Blanco,Camiseta Bandera Uy Blanco,EMPRESAS Y EVENTOS,Eventos,399.0,997.5,1,True,https://disershop.com.uy/vestimenta/deporte/vestimenta-futbol/uruguay-todo/camiseta-bandera-uy-blanco
644,Camiseta Bandera Uy Celeste,Camiseta Bandera Uy Celeste,EMPRESAS Y EVENTOS,Eventos,399.0,997.5,1,True,https://disershop.com.uy/vestimenta/deporte/vestimenta-futbol/uruguay-todo/camiseta-bandera-uy-celeste
645,Camiseta Bandera Uy Negro,Camiseta Bandera Uy Negro,EMPRESAS Y EVENTOS,Eventos,399.0,997.5,1,True,https://disershop.com.uy/vestimenta/deporte/vestimenta-futbol/uruguay-todo/camiseta-bandera-uy-negro
663,Camiseta Dama Bandera Uy Azul,Camiseta Dama Bandera Uy Azul,EMPRESAS Y EVENTOS,Eventos,349.0,872.5,1,True,https://disershop.com.uy/vestimenta/deporte/vestimenta-futbol/uruguay-todo/camiseta-dama-bandera-uy-azul
664,Camiseta Dama Bandera Uy Blanco,Camiseta Dama Bandera Uy Blanco,EMPRESAS Y EVENTOS,Eventos,349.0,872.5,1,True,https://disershop.com.uy/vestimenta/deporte/vestimenta-futbol/uruguay-todo/camiseta-dama-bandera-uy-blanco
665,Camiseta Dama Bandera Uy Celeste,Camiseta Dama Bandera Uy Celeste,EMPRESAS Y EVENTOS,Eventos,349.0,872.5,1,True,https://disershop.com.uy/vestimenta/deporte/vestimenta-futbol/uruguay-todo/camiseta-dama-bandera-uy-celeste
666,Camiseta Dama Bandera Uy Negro,Camiseta Dama Bandera Uy Negro,EMPRESAS Y EVENTOS,Eventos,349.0,872.5,1,True,https://disershop.com.uy/vestimenta/deporte/vestimenta-futbol/uruguay-todo/camiseta-dama-bandera-uy-negro
1413,"Medalla N°10 6,5x7,5cm 5 Unidades","Medalla N°10 6,5x7,5cm 5 Unidades",EMPRESAS Y EVENTOS,Eventos,79.0,197.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/medalla-n°10-6-5x7-5cm-5-unidades
1414,"Medalla N°6 6,5x8cm 5 Unidades","Medalla N°6 6,5x8cm 5 Unidades",EMPRESAS Y EVENTOS,Eventos,79.0,197.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/medalla-n°6-6-5x8cm-5-unidades
1415,"Medalla Rectangular 6x9,5cm 5 Unidades","Medalla Rectangular 6x9,5cm 5 Unidades",EMPRESAS Y EVENTOS,Eventos,79.0,197.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/medalla-rectangular-6x9-5cm-5-unidades
1416,Medalla Redonda 7cm 5 Unidades,Medalla Redonda 7cm 5 Unidades,EMPRESAS Y EVENTOS,Eventos,79.0,197.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/medalla-redonda-7cm-5-unidades
2534,Mini Topper Circular 10 unidades,Mini Topper Circular 10 unidades,EMPRESAS Y EVENTOS,Eventos,,,0,False,https://disershop.com.uy/emprendedores/sublimables/mdf/mini-topper-circular-10-unidades
1431,Mini Topper Corazon 10 unidades,Mini Topper Corazon 10 unidades,EMPRESAS Y EVENTOS,Eventos,149.0,372.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/mini-topper-corazon-10-unidades
1615,Porta Bandera Vela Gota 4 Mts (PB-VELAGOTA-4),Porta Bandera Vela Gota 4 Mts (PB-VELAGOTA-4),EMPRESAS Y EVENTOS,Eventos,3290.0,8225.0,0,True,https://disershop.com.uy/emprendedores/portabanner/porta-bandera-vela-gota-4-mts
1620,Porta bandera vela gota 3 mts,Porta bandera vela gota 3 mts,EMPRESAS Y EVENTOS,Eventos,2990.0,7475.0,0,True,https://disershop.com.uy/emprendedores/portabanner/porta-bandera-vela-gota-3-mts
1632,"Prendedor Circular 3,5cm 50 unidades","Prendedor Circular 3,5cm 50 unidades",EMPRESAS Y EVENTOS,Eventos,449.0,1122.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/prendedor-circular-3-5cm-50-unidades
1633,"Prendedor Circular 4,5cm 50 unidades","Prendedor Circular 4,5cm 50 unidades",EMPRESAS Y EVENTOS,Eventos,499.0,1247.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/prendedor-circular-4-5cm-50-unidades
1881,Topper para Torta N°1 5 unidades,Topper para Torta N°1 5 unidades,EMPRESAS Y EVENTOS,Eventos,349.0,872.5,1,True,https://disershop.com.uy/emprendedores/sublimables/mdf/topper-para-torta-n°1-5-unidades
1882,Trofeo 15x12cm 5 Unidades,Trofeo 15x12cm 5 Unidades,EMPRESAS Y EVENTOS,Eventos,299.0,747.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/trofeo-15x12cm-5-unidades
2376,Destapador - Escudo Madera Cristal,Destapador - Escudo Madera Cristal,EMPRESAS Y EVENTOS,Merchandising,,,1,False,https://disershop.com.uy/emprendedores/sublimables/mdf/destapador-escudo-mdf
1058,Destapador Madera Cristal sub. 10x25cm,Destapador Madera Cristal sub. 10x25cm,EMPRESAS Y EVENTOS,Merchandising,199.0,497.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/destapador-mdf-sub-10x25cm
1059,Destapador de Pared,Destapador de Pared,EMPRESAS Y EVENTOS,Merchandising,129.0,322.5,0,True,https://disershop.com.uy/sublimacion-todo/kit-cervecero/destapador-de-pared
1060,Destapador sublimable de acero inoxidable 3.8x7cm,Destapador sublimable de acero inoxidable 3.8x7cm,EMPRESAS Y EVENTOS,Merchandising,49.0,122.5,0,True,https://disershop.com.uy/emprendedores/sublimables/metálicos/destapador-sublimable-de-acero-inoxidable-3-8x7cm
1449,Molde Armado Pin 37Mm (PIN-MO37),Molde Armado Pin 37Mm (PIN-MO37),EMPRESAS Y EVENTOS,Merchandising,5590.0,13975.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/molde-armado-pin-37mm
1454,Mouse Pad 20Cms Diametro (SU-MP20D),Mouse Pad 20Cms Diametro (SU-MP20D),EMPRESAS Y EVENTOS,Merchandising,25.0,62.5,0,True,https://disershop.com.uy/emprendedores/sublimables/textiles/mouse-pad-20cms-diametro
1455,Mouse Pad 3 Mm (SU-MP),Mouse Pad 3 Mm (SU-MP),EMPRESAS Y EVENTOS,Merchandising,25.0,62.5,1,True,https://disershop.com.uy/emprendedores/sublimables/textiles/mouse-pad-3-mm
1456,Mouse Pad Sublimable 60x35cm,Mouse Pad Sublimable 60x35cm,EMPRESAS Y EVENTOS,Merchandising,99.0,247.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mouse-pad-60x35cm
2541,Mousepad c/ apoya muu00f1eca,Mousepad c/ apoya muñeca,EMPRESAS Y EVENTOS,Merchandising,,,0,False,https://disershop.com.uy/sublimacion-todo?product_id=19167
1581,Pin 44 Mm Magnético (PIN-B44MA),Pin 44 Mm Magnético (PIN-B44MA),EMPRESAS Y EVENTOS,Merchandising,18.0,45.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/monitores/pin-44-mm-magnético
1582,Pin 56 Mm Espejo (PIN-B56ESP),Pin 56 Mm Espejo (PIN-B56ESP),EMPRESAS Y EVENTOS,Merchandising,13.0,32.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/pin-56-mm-espejo
1583,Pin 56 Mm Goma (PIN-B56GOMA),Pin 56 Mm Goma (PIN-B56GOMA),EMPRESAS Y EVENTOS,Merchandising,14.0,35.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/pin-56-mm-goma
1585,Pin 56Mm Magnetic (PIN-B56MAG),Pin 56Mm Magnetic (PIN-B56MAG),EMPRESAS Y EVENTOS,Merchandising,20.0,50.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/pin-56mm-magnetic
1586,Pin 75 mm espejo petaca,Pin 75 mm espejo petaca,EMPRESAS Y EVENTOS,Merchandising,100.0,250.0,0,True,https://disershop.com.uy/cibermayorista-en-disershop/monitores/pin-75mm-espejo-petaca-x10-unidades
1587,Pin Boton 37 Mm (PIN-B37),Pin Boton 37 Mm (PIN-B37),EMPRESAS Y EVENTOS,Merchandising,6.0,15.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/pin-boton-37-mm
1588,Pin Boton 44 Mm (PIN-B44),Pin Boton 44 Mm (PIN-B44),EMPRESAS Y EVENTOS,Merchandising,6.0,15.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/pin-boton-44-mm
1589,Pin Boton 56 Mm (PIN-B56),Pin Boton 56 Mm (PIN-B56),EMPRESAS Y EVENTOS,Merchandising,7.0,17.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/pin-boton-56-mm
1590,Pin Magnetico Con Destapador 56Mm (PIN-DESMG56),Pin Magnetico Con Destapador 56Mm (PIN-DESMG56),EMPRESAS Y EVENTOS,Merchandising,30.0,75.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/pin-magnetico-con-destapador-56mm
1591,Pin Rectangular Magnetico 54X78 (PIN-APMG5478),Pin Rectangular Magnetico 54X78 (PIN-APMG5478),EMPRESAS Y EVENTOS,Merchandising,10.0,25.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/pin-rectangular-magnetico-54x78-mm
458,Bolsa Algodón 37x41cm Wharf 10 Unidades Amarillo,Bolsa Algodón 37x41cm Wharf 10 Unidades Amarillo,EMPRESAS Y EVENTOS,Promocionales,690.0,1725.0,0,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/string-bag-37x41cm-wharf-10-unidades-amarillo
2012,Bolsa Algodón 37x41cm Wharf 10 Unidades Azul,Bolsa Algodón 37x41cm Wharf 10 Unidades Azul,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/string-bag-37x41cm-wharf-10-unidades-azul
2013,Bolsa Algodón 37x41cm Wharf 10 Unidades Blanco,Bolsa Algodón 37x41cm Wharf 10 Unidades Blanco,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/string-bag-37x41cm-wharf-10-unidades-blanco
2014,Bolsa Algodón 37x41cm Wharf 10 Unidades Negro,Bolsa Algodón 37x41cm Wharf 10 Unidades Negro,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/string-bag-37x41cm-wharf-10-unidades-negro
2015,Bolsa Algodón 37x41cm Wharf 10 Unidades Rojo,Bolsa Algodón 37x41cm Wharf 10 Unidades Rojo,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/string-bag-37x41cm-wharf-10-unidades-rojo
2016,Bolsa Algodón 37x41cm Wharf 10 Unidades Verde,Bolsa Algodón 37x41cm Wharf 10 Unidades Verde,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/string-bag-37x41cm-wharf-10-unidades-verde
2017,Bolsa Be Fresh,Bolsa Be Fresh,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=19583
2018,Bolsa Camiseta TNT 30x60x10cm,Bolsa Camiseta TNT 30x60x10cm,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas?product_id=21198
459,Bolsa Mochila (34X42) (IN-BAG-STING),Bolsa Mochila (34X42) (IN-BAG-STING),EMPRESAS Y EVENTOS,Promocionales,39.0,97.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/sting-bag-34x42
460,Bolsa Mochila 35x41cm Carnaby 10 Unidades Azul marino,Bolsa Mochila 35x41cm Carnaby 10 Unidades Azul marino,EMPRESAS Y EVENTOS,Promocionales,390.0,975.0,0,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/sting-bag-35x41cm-carnaby-10-unidades-azul-marino
2019,Bolsa Mochila 35x41cm Carnaby 10 Unidades Blanco,Bolsa Mochila 35x41cm Carnaby 10 Unidades Blanco,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/sting-bag-35x41cm-carnaby-10-unidades-blanco
461,Bolsa Mochila 35x41cm Carnaby 10 Unidades Naranja,Bolsa Mochila 35x41cm Carnaby 10 Unidades Naranja,EMPRESAS Y EVENTOS,Promocionales,390.0,975.0,0,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/sting-bag-35x41cm-carnaby-10-unidades-naranja
462,Bolsa Mochila 35x41cm Carnaby 10 Unidades Negro,Bolsa Mochila 35x41cm Carnaby 10 Unidades Negro,EMPRESAS Y EVENTOS,Promocionales,390.0,975.0,0,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/string-bag-35x41cm-carnaby-10-unidades-negro
463,Bolsa Mochila 35x41cm Carnaby 10 Unidades Rojo,Bolsa Mochila 35x41cm Carnaby 10 Unidades Rojo,EMPRESAS Y EVENTOS,Promocionales,390.0,975.0,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/sting-bag-35x41cm-carnaby-10-unidades-rojo
464,Bolsa Mochila 35x41cm Carnaby 10 Unidades Rosa,Bolsa Mochila 35x41cm Carnaby 10 Unidades Rosa,EMPRESAS Y EVENTOS,Promocionales,390.0,975.0,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/sting-bag-35x41cm-carnaby-10-unidades-rosa
465,Bolsa Mochila 35x41cm Carnaby 10 Unidades Verde claro,Bolsa Mochila 35x41cm Carnaby 10 Unidades Verde claro,EMPRESAS Y EVENTOS,Promocionales,390.0,975.0,0,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/sting-bag-35x41cm-carnaby-10-unidades-verde-claro
466,Bolsa Mochila Rock 34x42,Bolsa Mochila Rock 34x42,EMPRESAS Y EVENTOS,Promocionales,39.0,97.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsa-mochila-rock-34x42
467,Bolsa Mochila TNT 37x41cm 10 Unidades Negro,Bolsa Mochila TNT 37x41cm 10 Unidades Negro,EMPRESAS Y EVENTOS,Promocionales,390.0,975.0,0,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/sting-bag-37x41cm-boxp-10-unidades-negro
468,Bolsa Sublimable Eco 39x36cm,Bolsa Sublimable Eco 39x36cm,EMPRESAS Y EVENTOS,Promocionales,199.0,497.5,1,True,https://disershop.com.uy/emprendedores/sublimables/textiles/bolsa-sublimable-eco-39x36cm
2020,Bolsa TNT Disershop 50x45cm Azul,Bolsa TNT Disershop 50x45cm Azul,EMPRESAS Y EVENTOS,Promocionales,,,1,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas?product_id=21082
2021,Bolsa TNT La Especialista 48x34cm,Bolsa TNT La Especialista 48x34cm,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas?product_id=21083
469,Bolsa de algodon YU169 38x42cm Blanco,Bolsa de algodon YU169 38x42cm Blanco,EMPRESAS Y EVENTOS,Promocionales,89.0,222.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsa-de-algodon-yu169-38x42cm-blanco
470,Bolsa de algodon YU169 38x42cm Negro,Bolsa de algodon YU169 38x42cm Negro,EMPRESAS Y EVENTOS,Promocionales,89.0,222.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsa-de-algodon-yu169-38x42cm-negro
2022,Bolsa de algodón 37x41cm Bondi 10 Unidades Natural,Bolsa de algodón 37x41cm Bondi 10 Unidades Natural,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsa-de-algodón-37x41cm-bondi-10-unidades-natural
2023,Bolsa de algodón 37x41cm Regent 10 Unidades Natural,Bolsa de algodón 37x41cm Regent 10 Unidades Natural,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/bolsa-de-algodón-37x41cm-regent-10-unidades-natural
471,Bolsa de algodón YU169 38x42cm,Bolsa de algodón YU169 38x42cm,EMPRESAS Y EVENTOS,Promocionales,79.0,197.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/bolsa-de-algodón-yu169-38x42cm
2024,Bolsa para Carro,Bolsa para Carro,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas?product_id=18665
472,Bolsa sublimable para compras,Bolsa sublimable para compras,EMPRESAS Y EVENTOS,Promocionales,39.0,97.5,0,True,https://disershop.com.uy/emprendedores/sublimables/textiles/bolsa-sublimable-para-compras
2025,Bolsas tela-tnt,Bolsas tela-tnt,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=19109
2026,Bolso Mochila Algodon 25x35cm,Bolso Mochila Algodon 25x35cm,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/bolso-mochila-algodon-25x35cm
479,Bolso Mochila Algodon 40x37cm,Bolso Mochila Algodon 40x37cm,EMPRESAS Y EVENTOS,Promocionales,99.0,247.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/bolso-mochila-algodon-40x37cm
480,Bolso Yute 07 Grande Liso (BOI-YU07),Bolso Yute 07 Grande Liso (BOI-YU07),EMPRESAS Y EVENTOS,Promocionales,179.0,447.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolsas/bolso-yute-07-grande-liso
482,Bolso Yute 107 Torres (BOI-YU107),Bolso Yute 107 Torres (BOI-YU107),EMPRESAS Y EVENTOS,Promocionales,199.0,497.5,1,True,https://disershop.com.uy/estampados/turismo/bolsos/bolso-yute-107-torres
484,Bolso Yute 112 Mapa (BOI-YU112),Bolso Yute 112 Mapa (BOI-YU112),EMPRESAS Y EVENTOS,Promocionales,189.0,472.5,1,True,https://disershop.com.uy/estampados/turismo/bolsos/bolso-yute-112-mapa
485,Bolso Yute 116 Blanco (BOI-YU116),Bolso Yute 116 Blanco (BOI-YU116),EMPRESAS Y EVENTOS,Promocionales,199.0,497.5,1,True,https://disershop.com.uy/estampados/turismo/bolsos/bolso-yute-116-blanco
486,Bolso Yute 124 Torres Color (BOI-YU124),Bolso Yute 124 Torres Color (BOI-YU124),EMPRESAS Y EVENTOS,Promocionales,229.0,572.5,1,True,https://disershop.com.uy/estampados/turismo/bolsos/bolso-yute-124-torres-color
488,Bolso Yute 186 23x36x11cm MVD,Bolso Yute 186 23x36x11cm MVD,EMPRESAS Y EVENTOS,Promocionales,249.0,622.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolso-yute-186-23x36x11cm-mvd
489,Bolso Yute 186 23x36x11cm PDE,Bolso Yute 186 23x36x11cm PDE,EMPRESAS Y EVENTOS,Promocionales,249.0,622.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolso-yute-186-23x36x11cm-pde
490,Bolso Yute 186 23x36x11cm UY,Bolso Yute 186 23x36x11cm UY,EMPRESAS Y EVENTOS,Promocionales,249.0,622.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolso-yute-186-23x36x11cm-uy
491,Bolso Yute Canva 177 36x56x15cm,Bolso Yute Canva 177 36x56x15cm,EMPRESAS Y EVENTOS,Promocionales,179.0,447.5,1,True,https://disershop.com.uy/estampados/turismo/bolsos/bolso-yute-canva-177-36x56x15cm
2027,Bolso Yute Canva 178 35x48x15cm,Bolso Yute Canva 178 35x48x15cm,EMPRESAS Y EVENTOS,Promocionales,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=21842
492,Bolso Yute Canva 179 25x30x15cm,Bolso Yute Canva 179 25x30x15cm,EMPRESAS Y EVENTOS,Promocionales,159.0,397.5,0,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolso-yute-canva-179-25x30x15cm
493,Bolso Yute Canva 180 36x43x16cm,Bolso Yute Canva 180 36x43x16cm,EMPRESAS Y EVENTOS,Promocionales,249.0,622.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolso-yute-canva-180-36x43x16cm
494,Bolso Yute Canva 181 41x36x15cm Amarillo,Bolso Yute Canva 181 41x36x15cm Amarillo,EMPRESAS Y EVENTOS,Promocionales,179.0,447.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolso-yute-canva-181-41x36x15cm-amarillo
495,Bolso Yute Canva 181 41x36x15cm Manzana,Bolso Yute Canva 181 41x36x15cm Manzana,EMPRESAS Y EVENTOS,Promocionales,179.0,447.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolso-yute-canva-181-41x36x15cm-manzana
496,Bolso Yute Canva 181 41x36x15cm Naranja,Bolso Yute Canva 181 41x36x15cm Naranja,EMPRESAS Y EVENTOS,Promocionales,179.0,447.5,1,True,https://disershop.com.uy/productos/vestimenta/bolsos-y-mochilas/bolso-yute-canva-181-41x36x15cm-naranja
