id,nombre_actual,nombre_comercial,categoria_nueva,subcategoria,precio_costo,precio_publico,stock,activo,url
2483,Lapicera ME604 Arquitectura,Lapicera ME604 Arquitectura,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/productos/productos-lapiceras?product_id=20698
1325,Lapicera bamboo ls565,Lapicera bamboo ls565,PAPELERÍA PERSONALIZADA,Otros,29.0,72.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-bamboo-ls565
1326,Lapicera eco ls560 beige,Lapicera eco ls560 beige,PAPELERÍA PERSONALIZADA,Otros,5.0,12.5,0,True,https://disershop.com.uy/productos/productos-lapiceras/lapicera-eco-ls560-beige
1327,Lapicera ls546 azul,Lapicera ls546 azul,PAPELERÍA PERSONALIZADA,Otros,17.0,42.5,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls546-azul
1328,Lapicera ls546 naranja,Lapicera ls546 naranja,PAPELERÍA PERSONALIZADA,Otros,17.0,42.5,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls546-naranja
1329,Lapicera ls547 azul,Lapicera ls547 azul,PAPELERÍA PERSONALIZADA,Otros,13.0,32.5,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls547-azul
1330,Lapicera ls547 naranja,Lapicera ls547 naranja,PAPELERÍA PERSONALIZADA,Otros,13.0,32.5,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls547-naranja
1331,Lapicera ls549 azul,Lapicera ls549 azul,PAPELERÍA PERSONALIZADA,Otros,17.0,42.5,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls549-azul
1332,Lapicera ls550 azul,Lapicera ls550 azul,PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls550-azul
1333,Lapicera ls550 blanco,Lapicera ls550 blanco,PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls550-blanco
1334,Lapicera ls550 negro,Lapicera ls550 negro,PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls550-negro
1335,Lapicera ls550 rojo,Lapicera ls550 rojo,PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls550-rojo
2485,Lapicera ls551 azul,Lapicera ls551 azul,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls551-azul-1
1336,Lapicera ls551 blanco,Lapicera ls551 blanco,PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls551-blanco
2486,Lapicera ls551 megalabs,Lapicera ls551 megalabs,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/productos/productos-lapiceras?product_id=20666
2487,Lapicera ls552 negro,Lapicera ls552 negro,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls552-negro-1
1337,Lapicera ls553 azul,Lapicera ls553 azul,PAPELERÍA PERSONALIZADA,Otros,20.0,50.0,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls553-azul-1
1338,Lapicera ls553 blanco,Lapicera ls553 blanco,PAPELERÍA PERSONALIZADA,Otros,20.0,50.0,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls553-blanco
2488,Lapicera ls553 rojo,Lapicera ls553 rojo,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls553-rojo
1339,Lapicera ls556 azul,Lapicera ls556 azul,PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls556-azul-1
2489,Lapicera ls556 rojo,Lapicera ls556 rojo,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls556-rojo
1340,Lapicera ls558 azul,Lapicera ls558 azul,PAPELERÍA PERSONALIZADA,Otros,7.0,17.5,0,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls558-azul-1
1341,Lapicera ls558 rojo,Lapicera ls558 rojo,PAPELERÍA PERSONALIZADA,Otros,7.0,17.5,0,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls558-rojo
1342,Lapicera ls559 amarillo,Lapicera ls559 amarillo,PAPELERÍA PERSONALIZADA,Otros,9.0,22.5,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls559-amarillo-1
1343,Lapicera ls559 azul,Lapicera ls559 azul,PAPELERÍA PERSONALIZADA,Otros,9.0,22.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls559-azul
1344,Lapicera ls559 gris,Lapicera ls559 gris,PAPELERÍA PERSONALIZADA,Otros,9.0,22.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls559-gris
1345,Lapicera ls559 naranja,Lapicera ls559 naranja,PAPELERÍA PERSONALIZADA,Otros,9.0,22.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls559-naranja
1346,Lapicera ls559 negro,Lapicera ls559 negro,PAPELERÍA PERSONALIZADA,Otros,9.0,22.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls559-negro
1347,Lapicera ls559 rojo,Lapicera ls559 rojo,PAPELERÍA PERSONALIZADA,Otros,9.0,22.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls559-rojo
1348,Lapicera ls559 verde,Lapicera ls559 verde,PAPELERÍA PERSONALIZADA,Otros,9.0,22.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapicera-ls559-verde
1349,Lapicera ls564 blanco/azul,Lapicera ls564 blanco/azul,PAPELERÍA PERSONALIZADA,Otros,5.0,12.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls564-blanco-azul
1350,Lapicera ls564 blanco/celeste,Lapicera ls564 blanco/celeste,PAPELERÍA PERSONALIZADA,Otros,5.0,12.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls564-blanco-celeste
1351,Lapicera ls564 blanco/naranja,Lapicera ls564 blanco/naranja,PAPELERÍA PERSONALIZADA,Otros,5.0,12.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls564-blanco-naranja
1352,Lapicera ls564 blanco/negro,Lapicera ls564 blanco/negro,PAPELERÍA PERSONALIZADA,Otros,5.0,12.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls564-blanco-negro
1353,Lapicera ls564 blanco/rojo,Lapicera ls564 blanco/rojo,PAPELERÍA PERSONALIZADA,Otros,5.0,12.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls564-blanco-rojo
1354,Lapicera ls564 blanco/verde,Lapicera ls564 blanco/verde,PAPELERÍA PERSONALIZADA,Otros,5.0,12.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls564-blanco-verde
1355,Lapicera ls564 celeste/negro,Lapicera ls564 celeste/negro,PAPELERÍA PERSONALIZADA,Otros,5.0,12.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapicera-ls564-celeste-negro
2490,Lapiceras LS523 Violeta,Lapiceras LS523 Violeta,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapiceras-ls523-violeta
1356,Lapiceras Ls501 Azules (LS-501-04),Lapiceras Ls501 Azules (LS-501-04),PAPELERÍA PERSONALIZADA,Otros,10.0,25.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapiceras-ls501-azules
1357,Lapiceras Ls501 Negras (LS-501-02),Lapiceras Ls501 Negras (LS-501-02),PAPELERÍA PERSONALIZADA,Otros,10.0,25.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapiceras-ls501-negras
1358,Lapiceras Ls501 Rojas (LS-501-03),Lapiceras Ls501 Rojas (LS-501-03),PAPELERÍA PERSONALIZADA,Otros,10.0,25.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapiceras-ls501-rojas
1359,Lapiceras Ls502 Azules (LS-502-04),Lapiceras Ls502 Azules (LS-502-04),PAPELERÍA PERSONALIZADA,Otros,10.0,25.0,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapiceras-ls502-azules
1360,Lapiceras Ls502 Negras (LS-502-02),Lapiceras Ls502 Negras (LS-502-02),PAPELERÍA PERSONALIZADA,Otros,10.0,25.0,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapiceras-ls502-negras
1361,Lapiceras Ls502 Rojas (LS-502-03),Lapiceras Ls502 Rojas (LS-502-03),PAPELERÍA PERSONALIZADA,Otros,10.0,25.0,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapiceras-ls502-rojas
1362,Lapiceras Ls507 Blanco (LS-507-01),Lapiceras Ls507 Blanco (LS-507-01),PAPELERÍA PERSONALIZADA,Otros,9.0,22.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapiceras-ls507-blanco
1363,Lapiceras Ls507 Plata (LS-507-14),Lapiceras Ls507 Plata (LS-507-14),PAPELERÍA PERSONALIZADA,Otros,9.0,22.5,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapiceras-ls507-plata
1364,Lapiceras Ls513 Rojas (LS-513-03),Lapiceras Ls513 Rojas (LS-513-03),PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,0,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/lapiceras-ls513-rojas
1365,Lapiceras Ls523 Azul (LS-523-04),Lapiceras Ls523 Azul (LS-523-04),PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapiceras-ls523-azul
1366,Lapiceras Ls523 Naranja (LS-523-10),Lapiceras Ls523 Naranja (LS-523-10),PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,1,True,https://disershop.com.uy/productos/productos-lapiceras/lapiceras-ls523-naranja
1367,Lapiceras Ls523 Verde (LS-523-08),Lapiceras Ls523 Verde (LS-523-08),PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapiceras-ls523-verde
1368,Lapiceras ls523 negro,Lapiceras ls523 negro,PAPELERÍA PERSONALIZADA,Otros,12.0,30.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/lapiceras-ls523-negro
1370,Lapiz Ls515 Color Blanco (LS-515-01),Lapiz Ls515 Color Blanco (LS-515-01),PAPELERÍA PERSONALIZADA,Otros,5.0,12.5,0,True,https://disershop.com.uy/productos/productos-lapiceras/lapiz-ls515-color-blanco
2614,Portalapices con 10 lapices nacional,Portalapices con 10 lapices nacional,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=20609
2620,Recarga lapicera ls501 negro,Recarga lapicera ls501 negro,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/productos/productos-lapiceras?product_id=21979
2621,Recarga lapicera ls554 azul,Recarga lapicera ls554 azul,PAPELERÍA PERSONALIZADA,Otros,,,0,False,https://disershop.com.uy/productos/productos-lapiceras?product_id=21978
1693,Set Bamboo Lápiz y Lapicera,Set Bamboo Lápiz y Lapicera,PAPELERÍA PERSONALIZADA,Otros,69.0,172.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/set-bamboo-lapiz-lapicera
1788,Sobre para Lapiceras Ls537 Negro,Sobre para Lapiceras Ls537 Negro,PAPELERÍA PERSONALIZADA,Otros,7.0,17.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/sobre-para-lapiceras-ls537-negro
1941,Almohadon uruguay,Almohadon uruguay,REGALOS PERSONALIZADOS,Almohadones,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=20556
1075,Funda Sublimable Lino (40X40) (SU-ALMFULI40),Funda Sublimable Lino (40X40) (SU-ALMFULI40),REGALOS PERSONALIZADOS,Almohadones,149.0,372.5,0,True,https://disershop.com.uy/sublimacion-todo/textiles/varios/funda-sublimable-lino-40x40
1076,Funda Sublimable Raso (40X40) (SU-ALMFURA40),Funda Sublimable Raso (40X40) (SU-ALMFURA40),REGALOS PERSONALIZADOS,Almohadones,99.0,247.5,0,True,https://disershop.com.uy/emprendedores/sublimables/textiles/funda-sublimable-raso-40x40
1077,Funda de Almohadon Sublimable Eco 40x40cm,Funda de Almohadon Sublimable Eco 40x40cm,REGALOS PERSONALIZADOS,Almohadones,319.0,797.5,1,True,https://disershop.com.uy/emprendedores/sublimables/textiles/funda-de-almohadon-sublimable-eco-40x40cm
2389,Funda sublimable combinada Gris Claro (40x40),Funda sublimable combinada Gris Claro (40x40),REGALOS PERSONALIZADOS,Almohadones,,,0,False,https://disershop.com.uy/emprendedores/sublimables/textiles/funda-sublimable-combinada-gris-claro-40x40
2390,Funda sublimable combinada Lila (40x40),Funda sublimable combinada Lila (40x40),REGALOS PERSONALIZADOS,Almohadones,,,0,False,https://disershop.com.uy/emprendedores/sublimables/textiles/funda-sublimable-combinada-lila-40x40
2391,Funda sublimable combinada Verde Claro (40x40),Funda sublimable combinada Verde Claro (40x40),REGALOS PERSONALIZADOS,Almohadones,,,0,False,https://disershop.com.uy/emprendedores/sublimables/textiles/funda-sublimable-combinada-verde-claro-40x40
2622,Relleno para almohadón 40x40 cm.,Relleno para almohadón 40x40 cm.,REGALOS PERSONALIZADOS,Almohadones,,,0,False,https://disershop.com.uy/sublimacion-todo/relleno-para-almohadón-40x40-cm
2093,Caja Lapicera Llavero LS580 Plata,Caja Lapicera Llavero LS580 Plata,REGALOS PERSONALIZADOS,Llaveros,,,0,False,https://disershop.com.uy/productos/productos-lapiceras?product_id=17209
2498,Llavero Acru00edlico Transparente 4.0x5.5cm,Llavero Acrílico Transparente 4.0x5.5cm,REGALOS PERSONALIZADOS,Llaveros,,,0,False,https://disershop.com.uy/sublimacion-todo?product_id=19037
1379,Llavero Casa 5cmx5cm 20 unidades,Llavero Casa 5cmx5cm 20 unidades,REGALOS PERSONALIZADOS,Llaveros,290.0,725.0,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/llavero-casa-5cmx5cm-20-unidades
1380,"Llavero Corazon 6cmx5,5cm 20 unidades","Llavero Corazon 6cmx5,5cm 20 unidades",REGALOS PERSONALIZADOS,Llaveros,290.0,725.0,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/llavero-corazon-6cmx5-5cm-20-unidades
1381,Llavero Madera Cristal 4x6 cm Arandela,Llavero Madera Cristal 4x6 cm Arandela,REGALOS PERSONALIZADOS,Llaveros,379.0,947.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/llavero-mdf-4x6-cm-arandela
2499,Llavero PAPÁ MDF sub. 20 unidades,Llavero PAPÁ MDF sub. 20 unidades,REGALOS PERSONALIZADOS,Llaveros,,,0,False,https://disershop.com.uy/emprendedores/sublimables/mdf/llavero-papá-mdf-sub-20-unidades
1382,Llavero Rectangular (SU-LL5),Llavero Rectangular (SU-LL5),REGALOS PERSONALIZADOS,Llaveros,51.0,127.5,1,True,https://disershop.com.uy/emprendedores/sublimables/metálicos/llavero-rectangular
1383,Llavero Redondo (SU-LL2),Llavero Redondo (SU-LL2),REGALOS PERSONALIZADOS,Llaveros,49.0,122.5,0,True,https://disershop.com.uy/emprendedores/sublimables/metálicos/llavero-redondo
2500,Llavero acrilico 4cm x 5.5cm 100 Unidades,Llavero acrilico 4cm x 5.5cm 100 Unidades,REGALOS PERSONALIZADOS,Llaveros,,,0,False,https://disershop.com.uy/sublimacion-todo/llavero-acrilico-4cm-x-5-5cm-100-unidades
2501,Llavero colgante nacional,Llavero colgante nacional,REGALOS PERSONALIZADOS,Llaveros,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=20628
1384,Llavero cuadrado Madera Cristal sub. 5x5cm 20 unidades,Llavero cuadrado Madera Cristal sub. 5x5cm 20 unidades,REGALOS PERSONALIZADOS,Llaveros,379.0,947.5,0,True,https://disershop.com.uy/emprendedores/sublimables/mdf/llavero-cuadrado-mdf-sub-5x5cm-20-unidades
2502,Llavero uruguay gancho 12136,Llavero uruguay gancho 12136,REGALOS PERSONALIZADOS,Llaveros,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=20559
2503,Llaveros de cinta,Llaveros de cinta,REGALOS PERSONALIZADOS,Llaveros,,,0,False,https://disershop.com.uy/index.php?route=product/product&product_id=20651
1453,Mosquetón para llavero x 100 unidades,Mosquetón para llavero x 100 unidades,REGALOS PERSONALIZADOS,Llaveros,600.0,1500.0,1,True,https://disershop.com.uy/sublimacion-todo/mosqueton-para-llavero-x-100-unidades
1584,Pin 56Mm Llavero (PIN-B56LLAV),Pin 56Mm Llavero (PIN-B56LLAV),REGALOS PERSONALIZADOS,Llaveros,16.0,40.0,1,True,https://disershop.com.uy/cibermayorista-en-disershop/10-off/pin-56mm-llavero
1709,Set lapicera y llavero bamboo,Set lapicera y llavero bamboo,REGALOS PERSONALIZADOS,Llaveros,129.0,322.5,1,True,https://disershop.com.uy/emprendedores/lapiceras-promocionales/set-lapicera-y-llavero-bamboo
1819,TRABA METALICA P/LLAVERO 100 unidades,TRABA METALICA P/LLAVERO 100 unidades,REGALOS PERSONALIZADOS,Llaveros,600.0,1500.0,1,True,https://disershop.com.uy/sublimacion-todo/traba-metalica-p-llavero-100-unidades
1932,Adorno MDF sublimable circular x 5 unidades,Adorno MDF sublimable circular x 5 unidades,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/emprendedores/sublimables/mdf/adorno-mdf-sublimable-circular-x-5-unidades
1933,Adorno Madera Cristal sublimable estrella navideña x5 unidades,Adorno Madera Cristal sublimable estrella navideña x5 unidades,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/emprendedores/sublimables/mdf/adorno-mdf-sublimable-estrella-navideña-x5-unidades
385,Adorno Tu&Yo Madera Cristal,Adorno Tu&Yo Madera Cristal,REGALOS PERSONALIZADOS,Regalos,110.0,275.0,1,True,https://disershop.com.uy/emprendedores/sublimables/mdf/adorno-tuyo
386,Adorno arbolito navideño sublimable Madera Cristal,Adorno arbolito navideño sublimable Madera Cristal,REGALOS PERSONALIZADOS,Regalos,99.0,247.5,1,True,https://disershop.com.uy/emprendedores/sublimables/mdf/adorno-mdf-arbolito-navideño-sublimable
1934,Adorno navideu00f1o sublipack x5 corazones 7cm,Adorno navideño sublipack x5 corazones 7cm,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/sublimacion-todo?product_id=19574
1935,Adorno navideu00f1o sublipack x5 estrellas 7cm,Adorno navideño sublipack x5 estrellas 7cm,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/sublimacion-todo/adorno-navideu00f1o-sublipack-x5-estrellas-7cm
387,Agenda 2026 con tapa Sublimable,Agenda 2026 con tapa Sublimable,REGALOS PERSONALIZADOS,Regalos,159.0,397.5,0,True,https://disershop.com.uy/emprendedores/sublimables/cartulina-cristal/agenda-2026-con-tapa-sublimable
1939,Alcancia MDF Sublimable,Alcancia MDF Sublimable,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/emprendedores/sublimables/mdf/alcancia-mdf-sublimable
1940,Alcancia Sublimable (SU-ALCANCIA),Alcancia Sublimable (SU-ALCANCIA),REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/emprendedores/sublimables/alcancia-sublimable
1942,Antifaz Sublimable 10 unidades,Antifaz Sublimable 10 unidades,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/emprendedores/sublimables/cartulina-cristal/antifaz-sublimable-10-unidades
1961,Bandeja MDF sub. 20x29cm,Bandeja MDF sub. 20x29cm,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/emprendedores/sublimables/mdf/bandeja-mdf-sub-20x29cm
440,Base Para Chapa Sublimable 15X20 (SU-BA5),Base Para Chapa Sublimable 15X20 (SU-BA5),REGALOS PERSONALIZADOS,Regalos,99.0,247.5,0,True,https://disershop.com.uy/cibermayorista-en-disershop/monitores-y-accesorios/base-para-chapa-sublimable-15x20
441,Base Para Chapa Sublimable 20X30 (SU-BA4),Base Para Chapa Sublimable 20X30 (SU-BA4),REGALOS PERSONALIZADOS,Regalos,199.0,497.5,0,True,https://disershop.com.uy/cibermayorista-en-disershop/monitores-y-accesorios/base-para-chapa-sublimable-20x30
508,Bolso Yute Matera,Bolso Yute Matera,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,1,True,https://disershop.com.uy/oficina-y-hogar/hogar/laptops-y-accesorios/bolso-yute-matera
514,Bombilla 019,Bombilla 019,REGALOS PERSONALIZADOS,Regalos,449.0,1122.5,0,True,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-019
515,Bombilla de Acero 023,Bombilla de Acero 023,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,0,True,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-023
516,Bombilla de Acero 024,Bombilla de Acero 024,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,1,True,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-024
517,Bombilla de Acero 025,Bombilla de Acero 025,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,0,True,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-025
518,Bombilla de Acero 026,Bombilla de Acero 026,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,1,True,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-026
2039,Bombilla de Acero Premuium 022 Azul,Bombilla de Acero Premuium 022 Azul,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-premuium-022-azul
2040,Bombilla de Acero Premuium 022 Blanco,Bombilla de Acero Premuium 022 Blanco,REGALOS PERSONALIZADOS,Regalos,,,1,False,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-premuium-022-blanco
2041,Bombilla de Acero Premuium 022 Gris,Bombilla de Acero Premuium 022 Gris,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-premuium-022-gris
2042,Bombilla de Acero Premuium 022 Negro,Bombilla de Acero Premuium 022 Negro,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-premuium-022-negro
2043,Bombilla de Acero Premuium 022 Oliva,Bombilla de Acero Premuium 022 Oliva,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-premuium-022-oliva
2044,Bombilla de Acero Premuium 022 Rosado,Bombilla de Acero Premuium 022 Rosado,REGALOS PERSONALIZADOS,Regalos,,,1,False,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-premuium-022-rosado
2045,Bombilla de Acero Premuium 022 Turquesa,Bombilla de Acero Premuium 022 Turquesa,REGALOS PERSONALIZADOS,Regalos,,,1,False,https://disershop.com.uy/oficina-y-hogar/hogar/bombillas-sw/bombilla-de-acero-premuium-022-turquesa
2094,Caja Sublimable 8x10cm c/manija 10 unidades,Caja Sublimable 8x10cm c/manija 10 unidades,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/emprendedores/sublimables/cartulina-cristal/caja-sublimable-8x10cm-c-manija-10-unidades
593,Caja Sublimable CORAZON 10 unidades,Caja Sublimable CORAZON 10 unidades,REGALOS PERSONALIZADOS,Regalos,89.0,222.5,1,True,https://disershop.com.uy/emprendedores/sublimables/cartulina-cristal/caja-sublimable-corazon-10-unidades
2095,Caja Sublimable POP 10 unidades,Caja Sublimable POP 10 unidades,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/emprendedores/sublimables/cartulina-cristal/caja-sublimable-pop-10-unidades
594,Caja de Madera para Vino 006 Oscura,Caja de Madera para Vino 006 Oscura,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,1,True,https://disershop.com.uy/empresariales-promocionales/cajas-para-botellas/caja-de-madera-para-vino-006-oscura
595,Caja de Madera para Vino 007 Dos Botellas,Caja de Madera para Vino 007 Dos Botellas,REGALOS PERSONALIZADOS,Regalos,399.0,997.5,1,True,https://disershop.com.uy/empresariales-promocionales/cajas-para-botellas/caja-de-madera-para-vino-007-dos-botellas
596,Caja de Madera para Vino 008 Tres Botellas,Caja de Madera para Vino 008 Tres Botellas,REGALOS PERSONALIZADOS,Regalos,599.0,1497.5,0,True,https://disershop.com.uy/empresariales-promocionales/cajas-para-botellas/caja-de-madera-para-vino-008-tres-botellas
597,Caja de Pino para Vino - 10x10x35cm,Caja de Pino para Vino - 10x10x35cm,REGALOS PERSONALIZADOS,Regalos,399.0,997.5,1,True,https://disershop.com.uy/empresariales-promocionales/cajas-para-botellas/caja-de-pino-para-vino-10x10x35cm
598,Caja para Vino Premium 002,Caja para Vino Premium 002,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,0,True,https://disershop.com.uy/empresariales-promocionales/cajas-para-botellas/caja-de-vino-002-premium
599,Caja para Vino básica 004,Caja para Vino básica 004,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,1,True,https://disershop.com.uy/empresariales-promocionales/cajas-para-botellas/caja-de-vino-004
600,Caja para Vino clásica 005,Caja para Vino clásica 005,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,0,True,https://disershop.com.uy/empresariales-promocionales/cajas-para-botellas/caja-de-vino-005
601,Caja para Vino con ventana 003,Caja para Vino con ventana 003,REGALOS PERSONALIZADOS,Regalos,199.0,497.5,1,True,https://disershop.com.uy/empresariales-promocionales/cajas-para-botellas/caja-de-vino-003
1024,Chapa Sublimable Brillo 15X20 cm,Chapa Sublimable Brillo 15X20 cm,REGALOS PERSONALIZADOS,Regalos,54.0,135.0,1,True,https://disershop.com.uy/emprendedores/sublimables/metálicos/chapa-sublimable-15x20-brillo
1025,Chapa Sublimable Brillo 20X30 cm,Chapa Sublimable Brillo 20X30 cm,REGALOS PERSONALIZADOS,Regalos,69.0,172.5,1,True,https://disershop.com.uy/emprendedores/sublimables/metálicos/chapa-sublimable-20x30-brillo
1026,Chapa subl. 20x30 texturada,Chapa subl. 20x30 texturada,REGALOS PERSONALIZADOS,Regalos,79.0,197.5,0,True,https://disershop.com.uy/emprendedores/sublimables/metálicos/chapa-subl-20x30-texturada
1027,Chapa sublimable 30x40,Chapa sublimable 30x40,REGALOS PERSONALIZADOS,Regalos,175.0,437.5,0,True,https://disershop.com.uy/sublimacion-todo?product_id=21298
2360,Delantal el mate,Delantal el mate,REGALOS PERSONALIZADOS,Regalos,,,0,False,https://disershop.com.uy/estampados/turismo/camisetas/delantal-el-mate
